File updated: 01/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,
Inpatient/Outpatient,CHARGE_CODE,CHARGE_DESC,MEDICATION_NAME,ERX_ID,NDC_CODE,CPT_CODE,GROSS_CHARGES,MIN,MAX,Aetna_HMO,Aetna_PPO,Blue_Cross_HMO_PPO,Blue_Cross_SR_HMO,Blue_Shield_HMO_PPO,Blue_Shield_Sr_HMO,Cigna_PPO,Healthnet_HMO,Healthnet_PPO,Kaiser,Kaiser_SR_MMC,Multiplan,UHC_HMO,UHC_PPO,UHC_SR_HMO/PPO,Uninsured rate for patients that do not qualify for financial assistance*
CSMC IP,02502425,HB ERX 250 (OP 636),PALIVIZUMAB 50 MG/0.5 ML IM SOLN,34232,60574411401,90378,14159,780,7136,4620,5179,5444,780,3295,1440,4871,4852,4862,4744,3777,7136,4727,4614,1307,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),COPPER 380 SQUARE MM IU IUD,116056,51285020401,J7300,14152,780,7133,4618,5177,3752,780,3181,1440,4869,4850,4860,4742,3775,7133,4725,4611,1306,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),TRASTUZUMAB 150 MG IV SOLR,4087771292,50242013201,J9355,14026,773,7069,4577,5131,3718,773,3152,1427,4825,4807,4816,4699,3741,7069,4683,4570,1294,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),RASBURICASE 1.5 MG IV SOLR,23263,00024515010,J2783,13940,768,7026,5073,5099,5062,768,1835,1418,4796,4880,4787,4671,3718,7026,4654,4776,1286,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),FOMEPIZOLE 1 G/ML IV SOLN,10308,00781318284,J1451,13758,758,6934,4490,3641,3647,758,4798,1400,4733,4715,4724,4610,3670,6934,4593,4483,1270,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),FERRIC CARBOXYMALTOSE 50 IRON MG/ML IV SOLN,116111,00517065001,J1439,13656,753,6883,4456,4995,3620,753,3069,1389,4698,4680,4689,4575,3642,6883,4559,4450,1260,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ANGIOTENSIN II 2.5 MG/ML IV SOLN,133859,68547050102,C9399,13500,744,6804,4405,4938,3579,744,3034,1373,4644,4626,4636,4320,3601,6804,4507,4032,1246,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),BEVACIZUMAB 25 MG/ML IV SOLN,28409,50242006001,J9035,12752,703,6427,4161,4665,4592,703,2866,1297,4387,4370,4379,4273,3401,6427,4257,4155,1177,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PACLITAXEL-PROTEIN BOUND 100 MG IV SUSR,33266,68817013450,J9264,12685,699,6394,4140,4640,3766,699,2439,1290,4364,4440,4356,4250,3383,6394,4235,4346,1171,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PENTOBARBITAL SODIUM 50 MG/ML IJ SOLN,8631,76478050150,J2515,12575,693,6338,4104,4600,3334,693,2826,1279,4326,4309,4318,4360,3354,6338,4198,4098,1160,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ETANERCEPT 50 MG/ML (1 ML) SC SYRG,32666,58406043504,J1438,12511,690,6306,4083,4576,3317,690,2812,1273,4304,4288,4296,4192,3337,6306,4177,4077,1155,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DARBEPOETIN ALFA IN POLYSORBAT 200 MCG/0.4 ML IJ SYRG,36940,55513002801,J0881,12467,687,6284,4068,4560,3305,687,2802,1268,4289,4272,4281,4177,3325,6284,4162,4062,1150,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),LEUPROLIDE  3.75 MG IM SYKT,1764,00074364103,J1950,12443,686,6272,4061,4552,3299,686,3218,1266,4281,4264,4273,4169,3319,6272,4154,4055,1148,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PENTOBARBITAL SODIUM 50 MG/ML IJ SOLN,8631,76478050120,J2515,12268,676,6183,4003,4488,4482,676,2757,1248,4221,4204,4213,4254,3272,6183,4096,3998,1132,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ETHYL ALCOHOL 99 % IA SOLN,136919,54288010515,J3490,12230,674,6164,3991,4474,3242,674,4080,1244,4208,4191,4200,4098,3262,6164,4083,3985,1129,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),"MEASLES,MUMPS,RUBELLA VACC(PF) 1,000-12,500 TCID50/0.5 ML SC SOLR",41670,00006468100,90707,11706,645,5900,3820,4282,3076,645,2852,1191,4027,4012,4020,3922,3122,5900,3704,3913,1080,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PREDNISOLONE 5 MG PO TABS,17675,23594050550,J7510,11519,635,5806,3759,4357,3225,635,3360,1172,3963,3948,3956,3860,3072,5806,3846,3754,1063,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),IMMUN GLOB G-GLY-GLUC-IGA 0-50 10 GRAM IV SOLR,122603,00944265804,J1569 ,11494,634,5793,3751,4204,3047,634,2583,1169,3954,3939,3947,3851,3066,5793,3837,3745,1061,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DENOSUMAB 60 MG/ML SC SYRG,74773,55513071001,J0897,11361,626,5726,3708,4156,3012,626,2553,1156,3909,3894,3901,3807,3030,5726,3793,3702,1048,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),RAMUCIRUMAB 10 MG/ML IV SOLN,117913,00002766901,J9308,11085,611,5587,3617,4055,2939,611,2491,1128,3814,3799,3807,3714,2957,5587,3701,3612,1023,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DARBEPOETIN ALFA IN POLYSORBAT 100 MCG/0.5 ML IJ SYRG,36951,55513002501,J0881,11082,611,5586,3616,4054,2938,611,2491,1127,3813,3798,3806,3713,2956,5586,3700,3611,1023,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),IMMUN GLOB G(IGG)-PRO-IGA 0-50 10 % IV SOLN,122593,44206043710,J1459,11071,610,5580,3613,5071,2902,610,1738,1126,3809,3794,3802,3569,3582,5580,3696,2874,1022,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CANGRELOR 50 MG IV SOLR,122923,10122062010,C9460,10657,587,5372,3478,4421,2261,587,2395,1084,3667,3652,3660,3571,2727,5372,3558,3473,983,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ANTI-THYMOCYTE GLOB (RABBIT) 25 MG IV SOLR,16366,58468008001,J7511,10301,568,5192,3362,4579,2955,568,2708,1048,3544,3530,3537,3294,3376,5192,3439,3530,951,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CETUXIMAB 100 MG/50 ML IV SOLN,78487,66733094823,J9055,10139,559,5110,3309,3709,2688,559,2279,1032,3488,3475,3482,3397,2704,5110,3385,3304,936,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),NIVOLUMAB 40 MG/4 ML IV SOLN,121347,00003377211,J9299,10019,552,5050,3270,3665,2656,552,2252,1019,3447,3434,3441,3357,2672,5050,3345,3265,925,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),INFLIXIMAB 100 MG IV SOLR,11730,57894003001,J1745,9792,540,6494,3196,3582,4849,540,2757,996,3369,3356,3363,3281,2612,4936,6494,2923,904,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),MELPHALAN HCL-BETADEX SBES 50 MG IV SOLR,129165,68152010900,J9246,9648,532,4863,3149,4246,3579,532,2168,982,3319,3307,3313,3088,2573,4863,3221,3144,890,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ONABOTULINUMTOXINA 100 UNITS IJ SOLR,3372,00023114501,J0585,9616,530,4847,3138,4511,3758,530,3033,978,3308,3296,3302,3222,2565,4847,3210,3134,887,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),RITUXIMAB-PVVR 10 MG/ML IV SOLN,139946,00069023801,Q5119,9318,514,4697,3041,4372,2283,514,1872,948,3206,3193,3200,3122,2485,4697,3111,3036,860,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),EDARAVONE 30 MG/100 ML IV SOLN,131629,70510217101,J1301,9220,508,4647,3009,3373,2444,508,2072,938,3172,3160,3166,3089,2459,4647,3078,3005,851,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),TRIAMCINOLONE ACETONIDE 32 MG IX SSRR,133185,70801000301,J3304,9120,503,4597,2976,3336,2418,503,2050,928,3138,3126,3132,3056,2433,4597,3045,2972,842,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),SECRETIN (HUMAN) 16 MCG IV SOLR,34312,67066000501,J2850,8400,463,4234,2741,3073,2201,463,1477,855,2890,2879,2885,2815,2241,4234,2805,3450,775,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CARMUSTINE 100 MG IV SOLR,8203,00015301260,J9050,8389,463,4228,2738,3069,3112,463,1886,854,2886,2875,2881,2811,2238,4228,2801,2734,774,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),REMDESIVIR 100 MG IV SOLR,141167,61958290101,J3490,8320,768,6656,3033,2801,2399,886,2197,847,2863,2865,2913,3327,2067,6656,2379,3341,768,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),IMMUNE GLOBUL G-GLY-IGA AVG 46 5 GRAM/50 ML (10 %) IJ SOLN,83125,13533080020,J1561,7981,440,4023,2605,2920,2255,440,2870,812,2746,2735,2741,2674,2129,4023,2665,2601,737,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),"HEPATITIS B IMMUNE GLOBULIN GREATER THAN 1,560 UNIT/5 ML IM SOLN",38074,59730420301,90371,7908,436,3986,2581,1589,897,436,1777,805,2721,2710,2716,2650,2109,3986,2640,2577,730,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),"MENING VAC A,C,Y,W135 DIP (PF) 10-5 MCG/0.5 ML IM KIT",74090,58160095509,90734,7741,427,3902,2526,2832,1761,427,2189,788,2663,2653,2658,2594,2065,3902,2585,2523,715,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),FILGRASTIM 480 MCG IJ SOLN,24592,55513054610,J1442,7470,412,3765,2438,2733,1980,412,1679,760,2570,2560,2565,2503,1993,3765,2494,2434,690,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),TETANUS IMMUNE GLOBULIN (PF) 250 UNITS IM SYRG,41843,13533063402,J1670,7187,396,3623,2346,2629,1905,396,1615,731,2473,2463,2468,2408,1917,3623,2400,2342,663,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),BACLOFEN 2000 MCG/ML IT SOLN,13642,70257056302,J0476,6660,367,3973,2174,2436,1766,367,1497,678,2292,2283,2287,2232,1777,3357,2224,3973,615,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),FOSCARNET 24 MG/ML IV SOLN,11042,76310002425,J1455,6616,365,3335,2159,2420,3226,365,1487,673,2276,2268,2272,2217,1765,3335,2209,2156,611,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ETHANOLAMINE OLEATE 5 % IV SOLN,4002,67871479006,J1430,6376,352,3214,2081,2333,1690,352,1433,649,2194,2185,2190,2137,1701,3214,2129,2078,589,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PHENTOLAMINE SUBCUT INJ PEDIATRIC (RN TO PREP),4089713,00143956410,J2760,6317,348,3184,2062,2311,1675,348,569,643,2174,2165,2169,2117,1685,3184,2109,2059,583,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),THIOTEPA  15 MG IJ SOLR,4220,00143956501,J9340,5810,320,2929,1896,2126,1540,320,1306,591,1999,1991,1995,1947,1550,2929,1940,1894,536,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),METHADONE 10 MG/ML IJ SOLN,3146,67457021720,J1230,5787,324,4630,1889,2060,2113,324,1859,589,2450,2026,2026,2280,1888,4630,1640,2247,534,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CEFTAZIDIME-AVIBACTAM 2.5 GRAM IV SOLR,122035,00456270001,J0714,5739,317,2893,1873,2100,1721,317,1290,584,1975,1967,1971,1837,1877,2893,1916,1870,530,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PENICILLIN G BENZATHINE 2400000 UNIT/4 ML IM SYRG,22989,60793070210,J0561,5261,217,2652,1717,1925,217,290,1788,536,1810,1803,1807,1763,1745,2652,1757,1715,486,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CYCLOPHOSPHAMIDE 1 GRAM IV SOLR,6983,10019095601,J9070,5236,289,2639,2304,2258,2233,289,2276,533,1802,1795,1798,1676,1397,2639,1212,2306,483,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),POLIOVIRUS VACCINE 40-8-32 UNIT/0.5 ML IJ SUSP,7725,49281086010,90713,5232,289,2637,1708,2455,1651,289,1615,533,1800,1793,1797,1753,1396,2637,1747,1705,483,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),MORPHINE (PF) 25 MG/ML IJ SOLN,25384,00641604001,J2274,5222,288,2632,1704,1910,1385,288,908,532,1797,1790,1793,1750,1393,2632,1744,1702,482,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),QUINUPRISTIN-DALFOPRISTIN 500 MG IV SOLR,14642,61570026010,J2770,5213,288,2628,1701,1907,1382,288,1172,531,1794,1787,1790,1747,1391,2628,1741,1699,481,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CONJUGATED ESTROGENS 25 MG IJ SOLR,18049,00046074905,J1410,4880,269,2460,1593,1785,1294,269,1097,497,1679,1673,1676,1635,1302,2460,1630,1590,451,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ISAVUCONAZONIUM SULFATE 372 MG IV SOLR,122080,00469042099,J1833,4838,267,2439,1579,1770,1288,267,637,492,1665,1658,1662,1621,1291,2439,1615,1577,447,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),FILGRASTIM 300 MCG IJ SOLN,6170,55513053010,J1442,4691,259,2365,1531,1716,1244,259,640,478,1614,1608,1611,1572,1252,2365,1566,1529,433,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CARBOPROST TROMETHAMINE 250 MCG/ML IM SOLN,18193,00009085608,J3490,4686,259,2362,1530,2322,1403,259,1052,477,1612,1606,1641,1969,1250,2362,1181,1443,433,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DESMOPRESSIN  4 MCG/ML IJ SOLN,1296,69918090110,J2597,4662,257,2350,1522,2165,1754,257,1650,475,1604,1598,1601,1861,1122,2350,1557,1519,431,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,486,00009077526,J3490,4599,254,2318,1942,1848,1672,254,1081,468,1583,1601,1580,1554,1227,2318,707,955,425,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),LEUPROLIDE (3 MONTH) 22.5 MG SC SYRG,23319,62935022305,J9217,4206,232,2120,1373,1539,1115,232,946,428,1447,1442,1445,1410,1122,2120,1405,1371,388,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),SARGRAMOSTIM 250 MCG IJ SOLR,16480,00024584305,J2820,4027,222,2030,1314,1473,1419,222,905,410,1386,1380,1383,1350,1074,2030,1345,1313,372,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DOXORUBICIN  50 MG IV SOLR,5083,67457043650,J9000,3923,217,1978,1281,1435,229,217,882,399,1350,1345,1347,1315,1047,1978,1310,1279,362,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CARBOPROST TROMETHAMINE 250 MCG/ML IM SOLN,18193,43598069858,J3490,3831,211,1931,1251,1402,261,211,1244,390,1318,1313,1316,1284,1022,1931,1279,1249,354,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),COCAINE  4 % TP SOLN,10851,00527172874,C9046,3617,200,1823,1181,1323,269,200,813,368,1245,1240,1242,1212,965,1823,1208,1179,334,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),TBO-FILGRASTIM 480 MCG SC SYRG,116977,63459091211,J1447,3579,198,1804,1168,1310,949,198,805,364,1232,1227,1229,1200,955,1804,1195,1227,331,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),EPTIFIBATIDE 2 MG/ML IV SOLN,870,00085117702,J1327,3412,188,1720,1114,1248,905,188,261,347,1174,1170,1172,1144,910,1720,1139,1112,315,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ARGATROBAN IN NACL (ISO-OS) 50 MG/50 ML (1 MG/ML) IV SOLN,802781,42367020307,J0883,3386,187,1707,1105,1239,727,187,990,345,1165,1186,1163,1135,815,1707,1131,1161,313,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),REGADENOSON 0.4 MG/5 ML IV SYRG,41976,00469650189,J2785,3370,175,1699,1100,1233,787,175,1035,343,1576,590,1158,1228,805,1699,1125,865,311,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),AZATHIOPRINE SODIUM 100 MG IJ SOLR,7587,00143956601,J7501,3289,182,1658,1074,1203,872,182,740,335,1132,1128,1130,1102,878,1658,1098,1072,304,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML IM SYRG,74136,00005197101,90670,3160,175,1593,1032,1483,978,175,872,322,1088,1083,1086,1059,843,1593,1055,1030,292,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),VASOPRESSIN 20 UNITS/ML IV SOLN,120847,42023016425,J3490,3158,174,1592,878,1390,1377,174,1129,322,1510,1087,976,1308,1053,1592,1094,1082,335,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),METHYLENE BLUE (ANTIDOTE) 5 MG/ML (0.5 %) IV SOLN,128102,00517037401,Q9968,3082,170,1554,1006,1357,1210,170,982,314,1061,1057,1059,987,1004,1554,1029,1330,285,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),BACLOFEN  500 MCG/ML IT SOLN,6349,70257056001,J0476,2960,164,1492,966,1083,785,164,997,302,1019,1015,1017,992,790,1492,989,965,274,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),MINOCYCLINE 100 MG IV SOLR,11384,65293001410,J2265,2880,159,1452,940,1054,764,159,648,293,991,987,989,965,769,1452,962,939,266,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CEFTAROLINE FOSAMIL 600 MG IV SOLR,82923,00456060010,J0712,2844,157,1434,928,1041,754,157,1025,290,979,975,977,953,759,1434,950,927,263,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CEFIDEROCOL 1 GRAM IV SOLR,140183,59630026601,J0693,2735,151,1379,893,1001,1170,151,615,279,941,938,940,917,895,1379,913,892,253,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),RIFAMPIN 600 MG IV SOLR,1221,00068059701,J3490,2664,147,1343,870,975,1066,147,630,271,917,913,915,893,711,1343,890,721,246,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),EPTIFIBATIDE 2 MG/ML IV SOLN,870,00085117701,J1327,2593,143,1307,847,949,688,143,583,264,892,889,891,869,692,1307,866,845,240,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),PENICILLIN G BENZATHINE 1200000 UNIT/2 ML IM SYRG,22990,60793070110,J0561,2568,142,1295,838,940,681,142,578,262,884,880,882,861,685,1295,858,837,237,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),GLUCAGON 1 MG/ML IJ SOLR,75011,00597026010,J1610,2560,237,1291,836,1203,911,360,578,261,881,878,879,858,627,1291,855,931,237,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),EPINEPHRINE 1 MG/ML IJ SOLN,26359,42023016801,J0171,2536,140,1279,828,928,673,140,570,258,873,869,871,850,677,1279,847,827,234,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),MEROPENEM-VABORBACTAM 2 GRAM IV SOLR,133074,70842012006,J2186,2525,140,1273,824,924,1053,140,568,257,869,866,867,846,822,1273,843,823,233,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),FILGRASTIM-SNDZ 480 MCG IJ SYRG,123564,61314032601,Q5101,2397,133,1209,783,775,816,133,690,244,825,822,824,804,640,1209,801,683,222,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),STERILE TALC 4 GRAM PL SUSR,134253,62327044404,J3490,2384,132,1202,778,1119,938,132,811,243,821,817,819,799,636,1202,817,777,220,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),"MENINGOCOCCAL B VACCINE,4-COMP 50-50-50-25 MCG/0.5 ML IM SYRG",121230,58160097606,90620,2371,131,1195,774,1113,462,131,620,242,816,813,815,759,633,1195,792,773,219,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),FLUPHENAZINE DECANOATE 25 MG/ML IJ SOLN,10013,63323027205,J2680,2312,128,1166,755,846,613,128,520,236,796,793,794,775,617,1166,772,754,214,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ALTEPLASE   2 MG CATH SOLR,16979,50242004164,J2997,2283,126,1151,745,1072,985,126,821,233,1092,800,784,792,563,1151,763,783,211,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CISATRACURIUM 10 MG/ML CONC. IV SOLN,4754,00703204503,J3490,2262,125,1141,917,1065,716,125,795,231,1082,776,777,883,533,1141,756,754,209,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),TBO-FILGRASTIM 300 MCG SC SYRG,116976,63459091011,J1447,2236,124,1127,730,818,593,124,503,228,770,767,768,750,597,1127,747,729,207,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),HEPATITIS B IMMUNE GLOBULIN GREATR THAN 312 UNIT/ML IM SOLN,38060,59730420201,90371,2192,121,1105,716,802,635,121,493,223,755,752,753,735,585,1105,732,609,203,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) IJ SOLN,6862,00517037505,J3490,2133,118,1076,696,781,234,118,765,217,734,731,733,715,569,1076,713,276,197,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DOXORUBICIN 2 MG/ML IV SOLN,10670,00703504001,J9000,2100,116,1059,395,986,896,116,929,214,723,720,722,704,561,1059,487,720,194,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),METHYLNALTREXONE 12 MG/0.6 ML SC SYRG,108012,65649055103,J2212,2007,111,1606,655,915,793,111,567,205,960,688,690,643,611,1606,670,567,186,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),METHYLNALTREXONE 8 MG/0.4 ML SC SYRG,108016,65649055204,J2212,2007,111,1012,655,305,610,111,599,205,691,688,690,673,653,1012,670,654,186,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),ISOPROTERENOL HCL 0.2 MG/ML IJ SOLN,794,00187433005,J3490,1973,109,995,644,276,405,109,444,201,679,677,678,622,527,995,659,643,182,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),"ESMOLOL IN STERILE WATER 2,000 MG/100 ML (20 MG/ML) IV SOLP",134119,44567081210,,1909,106,963,623,699,533,106,456,195,657,655,656,645,510,963,638,622,177,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CEFTOLOZANE-TAZOBACTAM 1.5 GRAM IV SOLR,121327,67919003001,J0695,1868,103,942,610,684,496,103,663,190,893,641,642,598,611,942,624,609,173,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),EPINEPHRINE HCL 1 MG/ML NA SOLN,1226,42023010301,,1862,103,939,608,682,571,103,659,190,641,639,640,624,497,939,622,638,172,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DIHYDROERGOTAMINE 1 MG/ML IJ SOLN,6891,00574085010,J1110,1861,103,1009,608,681,940,103,375,190,1009,638,639,624,497,938,622,607,172,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),SILDENAFIL (PULM.HYPERTENSION) 10 MG/12.5 ML IV SOLN,74092,55150016613,J3490,1856,103,936,606,679,492,103,418,189,639,636,638,622,495,936,620,605,172,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DEXRAZOXANE HCL 250 MG IV SOLR,1651,00013871762,J1190,1837,102,926,600,672,487,102,413,187,632,630,631,616,490,926,614,599,170,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),CLADRIBINE 10 MG/10 ML IV SOLN,12863,63323014010,J9065,1816,101,916,593,665,482,101,409,185,625,623,624,609,485,916,607,592,168,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),"ESMOLOL IN STERILE WATER 2,500 MG/250 ML (10 MG/ML) IV SOLP",134118,44567081110,J3490,1760,97,888,575,277,540,97,365,179,842,604,605,594,412,888,588,621,163,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),DECITABINE 50 MG IV SOLR,36385,62856060001,J0894,1716,95,865,560,805,455,95,386,175,591,601,590,575,458,865,573,560,159,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),SINCALIDE 5 MCG IJ SOLR,7208,00270055615,J2805,1714,95,864,560,627,633,95,386,175,590,588,589,575,458,864,573,559,159,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),INDOCYANINE GREEN 25 MG IJ SOLR,16971,17478070102,,1700,94,857,379,798,706,94,604,173,585,596,584,570,454,857,796,583,157,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),INSULIN GLULISINE U-100 100 UNITS/ML SC SOLN,35592,00088250033,J1815,1694,94,854,553,620,449,94,381,173,583,581,582,568,452,854,566,552,157,No standard uninsured rate
CSMC IP,02502425,HB ERX 250 (OP 636),SUGAMMADEX 100 MG/ML IV SOLN,125030,00006542312,J3490,1640,107,1312,662,770,827,107,664,202,763,575,575,633,422,1312,694,708,168,No standard uninsured rate
