Code,Description,Charge Amount,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
4630201655,DIAGNOSTIC IMAGING - CONTRAST X-RAY OF URINARY TRACT WITH KIDNEY TOMOGRAMS BY INFUSION TECHNIQUE,"$1,472.58",,,,,,,
4590200220,DIAGNOSTIC IMAGING - CONTRAST X-RAY OF VEIN SYSTEM OF HEAD,"$2,756.98",,,,,,,
4630201130,DIAGNOSTIC IMAGING - CONTRAST X-RAY OF WRIST JOINT,$986.66,,,,,,,
4630700563,"DIAGNOSTIC IMAGING - CONVERSION OF STOMACH TUBE TO SMALL INTESTINE TUBE, ACCESSED THROUGH THE SKIN","$4,450.00",,,,,,,
4680200590,DIAGNOSTIC IMAGING - CT GUIDANCE FOR INSERTION OF RADIATION THERAPY FIELDS,"$2,503.27",,,,,,,
4680200582,DIAGNOSTIC IMAGING - CT GUIDANCE FOR NEEDLE INSERTION,"$5,560.70",,,,,,,
4680200580,DIAGNOSTIC IMAGING - CT GUIDANCE FOR NEEDLE INSERTION,"$3,707.13",,,,,,,
4680200585,DIAGNOSTIC IMAGING - CT GUIDANCE FOR TISSUE DESTRUCTION,"$4,079.77",,,,,,,
4680200595,DIAGNOSTIC IMAGING - CT SCAN FOR BONE DENSITY STUDY,$269.21,,,,,,,
4680200515,DIAGNOSTIC IMAGING - CT SCAN OF ABDOMEN AND PELVIS WITH AND WITHOUT CONTRAST,"$8,777.43",,,,,,,
4680200510,DIAGNOSTIC IMAGING - CT SCAN OF ABDOMEN AND PELVIS WITH CONTRAST,"$7,065.16",,,,,,,
4680200505,DIAGNOSTIC IMAGING - CT SCAN OF ABDOMEN AND PELVIS WITHOUT CONTRAST,"$6,184.09",,,,,,,
4680200495,DIAGNOSTIC IMAGING - CT SCAN OF ABDOMEN WITH AND WITHOUT CONTRAST,"$5,577.33",,,,,,,
4680200490,DIAGNOSTIC IMAGING - CT SCAN OF ABDOMEN WITH CONTRAST,"$4,719.80",,,,,,,
4680200485,DIAGNOSTIC IMAGING - CT SCAN OF ABDOMEN WITHOUT CONTRAST,"$4,373.46",,,,,,,
4680200545,DIAGNOSTIC IMAGING - CT SCAN OF ABDOMINAL AORTA AND BOTH LEG ARTERIES,"$4,667.16",,,,,,,
4680200425,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITH AND WITHOUT CONTRAST,"$4,888.86",,,,,,,
4680200420,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITH AND WITHOUT CONTRAST,"$4,888.86",,,,,,,
4680200415,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITH AND WITHOUT CONTRAST,"$6,110.67",,,,,,,
4680200400,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITH CONTRAST,"$4,848.64",,,,,,,
4680200410,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITH CONTRAST,"$3,878.40",,,,,,,
4680200405,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITH CONTRAST,"$3,878.40",,,,,,,
4680200390,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITHOUT CONTRAST,"$3,335.86",,,,,,,
4680200385,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITHOUT CONTRAST,"$4,169.83",,,,,,,
4680200395,DIAGNOSTIC IMAGING - CT SCAN OF ARM WITHOUT CONTRAST,"$3,335.86",,,,,,,
4680200500,DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN ABDOMEN,"$4,282.03",,,,,,,
4680200513,DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN ABDOMEN AND PELVIS,"$8,777.43",,,,,,,
4680200430,DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN ARM,"$5,052.32",,,,,,,
4680200315,DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN CHEST WITH CONTRAST,"$5,055.06",,,,,,,
4680200290,"DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$4,506.46",,,,,,,
4680200480,DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN LEG,"$3,669.73",,,,,,,
4680200295,"DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$4,086.72",,,,,,,
4680200365,DIAGNOSTIC IMAGING - CT SCAN OF BLOOD VESSELS IN PELVIS WITH CONTRAST,"$3,557.51",,,,,,,
4680200310,DIAGNOSTIC IMAGING - CT SCAN OF CHEST WITH AND WITHOUT CONTRAST,"$5,814.21",,,,,,,
4680200305,DIAGNOSTIC IMAGING - CT SCAN OF CHEST WITH CONTRAST,"$4,948.38",,,,,,,
4680200300,DIAGNOSTIC IMAGING - CT SCAN OF CHEST WITHOUT CONTRAST,"$4,189.21",,,,,,,
4680200426,DIAGNOSTIC IMAGING - CT Scan Of Chest Without Contrast For Lung Cancer Screening,$223.00,,,,,,,
4680200535,DIAGNOSTIC IMAGING - CT SCAN OF CONGENITAL HEART STRUCTURE DEFECT WITH CONTRAST,$984.87,,,,,,,
4680200255,"DIAGNOSTIC IMAGING - CT SCAN OF EYE OR EAR, WITH AND WITHOUT CONTRAST","$4,561.88",,,,,,,
4680200250,"DIAGNOSTIC IMAGING - CT SCAN OF EYE OR EAR, WITH CONTRAST","$4,457.95",,,,,,,
4680200246,"DIAGNOSTIC IMAGING - CT SCAN OF EYE OR EAR, WITHOUT CONTRAST","$3,959.26",,,,,,,
4680200245,"DIAGNOSTIC IMAGING - CT SCAN OF EYE OR EAR, WITHOUT CONTRAST","$3,959.26",,,,,,,
4680200270,"DIAGNOSTIC IMAGING - CT SCAN OF FACE, WITH AND WITHOUT CONTRAST","$4,560.49",,,,,,,
4680200265,"DIAGNOSTIC IMAGING - CT SCAN OF FACE, WITH CONTRAST","$3,740.38",,,,,,,
4680200260,"DIAGNOSTIC IMAGING - CT SCAN OF FACE, WITHOUT CONTRAST","$3,583.83",,,,,,,
4680200261,"DIAGNOSTIC IMAGING - CT SCAN OF FACE, WITHOUT CONTRAST","$3,583.83",,,,,,,
4680200240,"DIAGNOSTIC IMAGING - CT SCAN OF HEAD OR BRAIN, WITH AND WITHOUT CONTRAST","$4,899.89",,,,,,,
4680200235,"DIAGNOSTIC IMAGING - CT SCAN OF HEAD OR BRAIN, WITH CONTRAST","$4,502.31",,,,,,,
4680200230,"DIAGNOSTIC IMAGING - CT SCAN OF HEAD OR BRAIN, WITHOUT CONTRAST","$4,240.47",,,,,,,
4680200540,DIAGNOSTIC IMAGING - CT SCAN OF HEART BLOOD VESSELS AND GRAFTS WITH CONTRAST,$984.87,,,,,,,
4680200530,DIAGNOSTIC IMAGING - CT SCAN OF HEART STRUCTURE WITH CONTRAST,$984.87,,,,,,,
4630201745,DIAGNOSTIC IMAGING - CT SCAN OF HEART WITH EVALUATION OF BLOOD VESSEL CALCIUM,$177.18,,,,,,,
4680200525,DIAGNOSTIC IMAGING - CT SCAN OF LARGE INTESTINE WITH CONTRAST,"$1,151.86",,,,,,,
4680200520,DIAGNOSTIC IMAGING - CT SCAN OF LARGE INTESTINE WITHOUT CONTRAST,$742.91,,,,,,,
4680200470,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITH AND WITHOUT CONTRAST,"$4,848.64",,,,,,,
4680200465,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITH AND WITHOUT CONTRAST,"$6,060.80",,,,,,,
4680200475,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITH AND WITHOUT CONTRAST,"$4,848.64",,,,,,,
4680200450,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITH CONTRAST,"$5,714.46",,,,,,,
4680200455,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITH CONTRAST,"$4,592.35",,,,,,,
4680200460,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITH CONTRAST,"$4,592.35",,,,,,,
4680200435,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITHOUT CONTRAST,"$5,056.44",,,,,,,
4680200445,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITHOUT CONTRAST,"$4,045.15",,,,,,,
4680200440,DIAGNOSTIC IMAGING - CT SCAN OF LEG WITHOUT CONTRAST,"$4,045.15",,,,,,,
4680200360,DIAGNOSTIC IMAGING - CT SCAN OF LOWER SPINE WITH AND WITHOUT CONTRAST,"$5,437.41",,,,,,,
4680200355,DIAGNOSTIC IMAGING - CT SCAN OF LOWER SPINE WITH CONTRAST,"$5,333.51",,,,,,,
4680200350,DIAGNOSTIC IMAGING - CT SCAN OF LOWER SPINE WITHOUT CONTRAST,"$5,176.96",,,,,,,
4680200345,DIAGNOSTIC IMAGING - CT SCAN OF MIDDLE SPINE WITH AND WITHOUT CONTRAST,"$5,472.04",,,,,,,
4680200340,DIAGNOSTIC IMAGING - CT SCAN OF MIDDLE SPINE WITH CONTRAST,"$5,264.24",,,,,,,
4680200335,DIAGNOSTIC IMAGING - CT SCAN OF MIDDLE SPINE WITHOUT CONTRAST,"$5,068.91",,,,,,,
4680200285,"DIAGNOSTIC IMAGING - CT SCAN OF NECK, WITH AND WITHOUT CONTRAST","$5,199.12",,,,,,,
4680200280,"DIAGNOSTIC IMAGING - CT SCAN OF NECK, WITH CONTRAST","$4,265.41",,,,,,,
4680200275,"DIAGNOSTIC IMAGING - CT SCAN OF NECK, WITHOUT CONTRAST","$4,210.00",,,,,,,
4680200380,DIAGNOSTIC IMAGING - CT SCAN OF PELVIS WITH AND WITHOUT CONTRAST,"$5,327.97",,,,,,,
4680200375,DIAGNOSTIC IMAGING - CT SCAN OF PELVIS WITH CONTRAST,"$4,937.29",,,,,,,
4680200370,DIAGNOSTIC IMAGING - CT SCAN OF PELVIS WITHOUT CONTRAST,"$4,442.73",,,,,,,
4680200330,DIAGNOSTIC IMAGING - CT SCAN OF UPPER SPINE WITH AND WITHOUT CONTRAST,"$5,031.53",,,,,,,
4680200325,DIAGNOSTIC IMAGING - CT SCAN OF UPPER SPINE WITH CONTRAST,"$4,885.91",,,,,,,
4680200320,DIAGNOSTIC IMAGING - CT SCAN OF UPPER SPINE WITHOUT CONTRAST,"$4,485.67",,,,,,,
4630700550,DIAGNOSTIC IMAGING - DESTRUCTION OF GROWTHS IN ONE LUNG USING EXTREME COLD,$994.67,,,,,,,
4670200565,DIAGNOSTIC IMAGING - DETAILED ULTRASOUND OF ADDITIONAL FETUS,"$1,384.87",,,,,,,
4670200560,DIAGNOSTIC IMAGING - DETAILED ULTRASOUND OF SINGLE OR FIRST FETUS,"$1,726.69",,,,,,,
4630202215,"DIAGNOSTIC IMAGING - ENLARGEMENT OF EXISTING OPENING INTO URINARY TRACT ACCESSED THROUGH SKIN AND CREATION OF NEW ACCESS INTO URINE COLLECTING SYSTEM OF KIDNEY, USING IMAGING GUIDANCE","$14,634.30",,,,,,,
4630202220,"DIAGNOSTIC IMAGING - ENLARGEMENT OF EXISTING OPENING INTO URINARY TRACT ACCESSED THROUGH SKIN AND CREATION OF NEW ACCESS INTO URINE COLLECTING SYSTEM OF KIDNEY, USING IMAGING GUIDANCE","$21,951.45",,,,,,,
4670200595,DIAGNOSTIC IMAGING - EXAM FOR FETAL WELL-BEING WITH NON-STRESS TESTING,"$1,753.81",,,,,,,
4670200600,DIAGNOSTIC IMAGING - EXAM FOR FETAL WELL-BEING WITHOUT NON-STRESS TESTING,"$1,932.52",,,,,,,
4630202150,"DIAGNOSTIC IMAGING - EXCISION OF BLOOD CLOT AND/OR INFUSION TO DISSOLVE BLOOD CLOT AND BALLOON DILATION OF DIALYSIS SEGMENT, ACCESSED THROUGH THE SKIN, WITH IMAGING","$81,267.45",,,,,,,
4630202145,"DIAGNOSTIC IMAGING - EXCISION OF BLOOD CLOT AND/OR INFUSION TO DISSOLVE BLOOD CLOT IN DIALYSIS CIRCUIT AND BALLOON DILATION OF DIALYSIS SEGMENT, , ACCESSED THROUGH THE SKIN, WITH IMAGING","$53,615.70",,,,,,,
4630202140,"DIAGNOSTIC IMAGING - EXCISION OF BLOOD CLOT AND/OR INFUSION TO DISSOLVE BLOOD CLOT IN DIALYSIS CIRCUIT AND BALLOON DILATION OF DIALYSIS SEGMENT, , ACCESSED THROUGH THE SKIN, WITH IMAGING","$26,527.38",,,,,,,
4680200640,DIAGNOSTIC IMAGING - FINE NEEDLE ASPIRATION OF ADDITIONAL LESION USING CT GUIDANCE,$965.57,,,,,,,
4630202210,DIAGNOSTIC IMAGING - FINE NEEDLE ASPIRATION OF ADDITIONAL LESION USING FLUOROSCOPIC GUIDANCE,$965.57,,,,,,,
4680200635,DIAGNOSTIC IMAGING - FINE NEEDLE ASPIRATION OF ONE LESION USING CT GUIDANCE,"$2,896.70",,,,,,,
4630202205,DIAGNOSTIC IMAGING - FINE NEEDLE ASPIRATION OF ONE LESION USING FLUOROSCOPIC GUIDANCE,"$2,896.70",,,,,,,
4630201815,DIAGNOSTIC IMAGING - FLUOROSCOPIC GUIDANCE FOR CENTRAL VENOUS ACCESS DEVICE PROCEDURE,"$1,335.44",,,,,,,
4630201820,DIAGNOSTIC IMAGING - FLUOROSCOPIC GUIDANCE FOR NEEDLE INSERTION,"$1,769.49",,,,,,,
4630201825,DIAGNOSTIC IMAGING - FLUOROSCOPIC GUIDANCE FOR SPINAL INJECTION,"$1,210.75",,,,,,,
4670200585,DIAGNOSTIC IMAGING - FOLLOW-UP ULTRASOUND OF FETUS,"$1,126.30",,,,,,,
4660200250,"DIAGNOSTIC IMAGING - FUNCTIONAL MRI SCAN OF BRAIN, BY PHYSICIAN OR PSYCHOLOGIST","$1,315.44",,,,,,,
4660200245,"DIAGNOSTIC IMAGING - FUNCTIONAL MRI SCAN OF BRAIN, BY TECHNICIAN","$3,809.65",,,,,,,
4630201640,DIAGNOSTIC IMAGING - GUIDANCE FOR DILATION OF BILIARY DUCT,$462.68,,,,,,,
4590200330,DIAGNOSTIC IMAGING - GUIDANCE FOR BIOPSY PROCEDURE,"$6,103.43",,,,,,,
4630700450,DIAGNOSTIC IMAGING - GUIDANCE FOR BIOPSY PROCEDURE,"$6,103.43",,,,,,,
4590200350,DIAGNOSTIC IMAGING - GUIDANCE FOR CHANGE OF DRAINAGE DEVICE,"$1,248.17",,,,,,,
4630700465,DIAGNOSTIC IMAGING - GUIDANCE FOR CHANGE OF DRAINAGE DEVICE,"$1,248.17",,,,,,,
4630201715,DIAGNOSTIC IMAGING - GUIDANCE FOR DILATION OF URETER OR URETHRA,"$1,943.45",,,,,,,
4590200255,DIAGNOSTIC IMAGING - GUIDANCE FOR DRAWING BLOOD VIA CATHETER PROCEDURE,"$7,776.83",,,,,,,
4670200445,DIAGNOSTIC IMAGING - GUIDANCE FOR PLACEMENT OF DRAINAGE DEVICE,"$1,913.13",,,,,,,
4680200550,DIAGNOSTIC IMAGING - GUIDANCE FOR PLACEMENT OF DRAINAGE DEVICE,"$1,913.13",,,,,,,
4590200355,DIAGNOSTIC IMAGING - GUIDANCE FOR PLACEMENT OF DRAINAGE DEVICE,"$2,085.64",,,,,,,
4630201625,DIAGNOSTIC IMAGING - GUIDANCE FOR PLACEMENT OF LONG INTESTINAL TUBE IN SMALL INTESTINE,"$1,615.28",,,,,,,
4630201630,DIAGNOSTIC IMAGING - GUIDANCE FOR PLACEMENT OF TUBE IN SMALL INTESTINE,"$1,158.12",,,,,,,
4630201750,"DIAGNOSTIC IMAGING - GUIDANCE FOR PROCEDURE, UP TO 1 HOUR",$887.98,,,,,,,
4590200275,DIAGNOSTIC IMAGING - GUIDANCE FOR REMOVAL OF OBSTRUCTIVE MATERIAL FROM AROUND CATHETER,"$2,077.98",,,,,,,
4590200280,DIAGNOSTIC IMAGING - GUIDANCE FOR REMOVAL OF OBSTRUCTIVE MATERIAL FROM WITHIN CATHETER,$454.37,,,,,,,
4630700400,DIAGNOSTIC IMAGING - GUIDANCE FOR THERAPEUTIC BLOOD VESSEL OBSTRUCTION,"$3,728.02",,,,,,,
4630201505,DIAGNOSTIC IMAGING - IMAGING GUIDANCE FOR REMOVAL OF FOREIGN OBJECT FROM ESOPHAGUS,"$1,515.53",,,,,,,
4630700581,DIAGNOSTIC IMAGING - Injection For Contrast X-Ray To Evaluate Central Venous Access Device,$418.00,,,,,,,
4630201980,DIAGNOSTIC IMAGING - INJECTION OF ANESTHETIC OR STEROID INTO PELVIC JOINT,"$3,443.92",,,,,,,
4630700580,DIAGNOSTIC IMAGING - Injection Of Contrast For X-Ray Study Of Shunt From Jugular Vein To Abdominal Cavity,$300.00,,,,,,,
4630700579,DIAGNOSTIC IMAGING - Injection Of Contrast Through Abdominal Cavity Catheter For X-Ray Study,$300.00,,,,,,,
4630202225,"DIAGNOSTIC IMAGING - INSERTION OF CATHETER IN CENTRAL VEIN WITH IMAGING GUIDANCE, ACCESS VIA ARM, LEG, OR NECK VEIN, 5+ YEARS","$5,468.15",,,,,,,
4630202227,"DIAGNOSTIC IMAGING - INSERTION OF CATHETER IN CENTRAL VEIN WITH IMAGING GUIDANCE, ACCESS VIA ARM, LEG, OR NECK VEIN, 5+ YEARS","$3,905.85",,,,,,,
4590200260,"DIAGNOSTIC IMAGING - INSERTION OF CATHETER INTO ARTERY OR VEIN FOR DRUG INFUSION FOR BLOOD CLOT, CONTINUED TREATMENT ON SUBSEQUENT DAY","$3,728.02",,,,,,,
4630202130,"DIAGNOSTIC IMAGING - INSERTION OF NEEDLE AND/OR CATHETER INTO DIALYSIS CIRCUIT AND BALLOON DILATION OF DIALYSIS SEGMENT, WITH IMAGING","$26,527.38",,,,,,,
4630202135,"DIAGNOSTIC IMAGING - INSERTION OF NEEDLE AND/OR CATHETER INTO DIALYSIS CIRCUIT AND INSERTION OF STENT IN DIALYSIS SEGMENT, WITH IMAGING","$53,615.70",,,,,,,
4630202125,"DIAGNOSTIC IMAGING - INSERTION OF NEEDLE AND/OR CATHETER INTO DIALYSIS CIRCUIT, WITH IMAGING","$3,761.12",,,,,,,
4630700565,"DIAGNOSTIC IMAGING - INSERTION OF SMALL INTESTINE TUBE, ACCESSED THROUGH THE SKIN","$4,450.00",,,,,,,
4630202160,"DIAGNOSTIC IMAGING - INSERTION OF STENT IN DIALYSIS SEGMENT, WITH IMAGING","$10,723.14",,,,,,,
4630700564,"DIAGNOSTIC IMAGING - INSERTION OF STOMACH TUBE, ACCESSED THROUGH THE SKIN","$4,450.00",,,,,,,
4680400065,DIAGNOSTIC IMAGING - IRRIGATION OF ABDOMINAL CAVITY,"$2,715.24",,,,,,,
4680200565,DIAGNOSTIC IMAGING - LIMITED OR FOLLOW-UP CT SCAN,"$1,485.97",,,,,,,
4670200580,DIAGNOSTIC IMAGING - LIMITED ULTRASOUND OF ONE OR MORE FETUSES,$876.90,,,,,,,
4630201720,DIAGNOSTIC IMAGING - MEASUREMENT OF FEMALE PELVIS,$626.75,,,,,,,
4680200570,DIAGNOSTIC IMAGING - MISCELLANEOUS CT SCAN FOR EXAM OR GUIDANCE,$436.20,,,,,,,
4630201810,DIAGNOSTIC IMAGING - MISCELLANEOUS DIAGNOSTIC X-RAY,$329.12,,,,,,,
4630200695,DIAGNOSTIC IMAGING - MISCELLANEOUS DIAGNOSTIC X-RAY,$882.62,,,,,,,
4630200690,DIAGNOSTIC IMAGING - MISCELLANEOUS DIAGNOSTIC X-RAY,$882.62,,,,,,,
4630201805,DIAGNOSTIC IMAGING - MISCELLANEOUS FLUOROSCOPIC PROCEDURE FOR EXAM OR GUIDANCE,$320.33,,,,,,,
4660200565,DIAGNOSTIC IMAGING - MISCELLANEOUS MRI SCAN FOR EXAM OR GUIDANCE,"$5,218.76",,,,,,,
4670200790,DIAGNOSTIC IMAGING - MISCELLANEOUS ULTRASOUND PROCEDURE,"$1,255.10",,,,,,,
4630200625,DIAGNOSTIC IMAGING - MOTION RECORDING OF VOICE BOX FOR SPEECH EVALUATION,$320.33,,,,,,,
4660200715,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS IN ARM,"$4,705.94",,,,,,,
4660200705,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS IN ARM,"$1,676.67",,,,,,,
4660200710,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS IN ARM,"$1,315.44",,,,,,,
4660200680,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS IN PELVIS,"$1,315.44",,,,,,,
4660200685,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS IN PELVIS,"$2,048.15",,,,,,,
4660200675,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS IN PELVIS,"$1,676.67",,,,,,,
4660200605,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS OF ABDOMEN,"$4,712.88",,,,,,,
4660200600,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS OF ABDOMEN,"$5,311.33",,,,,,,
4660200610,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS OF ABDOMEN,"$7,092.87",,,,,,,
4660200695,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS WITHIN SPINAL CANAL,"$1,315.44",,,,,,,
4660200690,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS WITHIN SPINAL CANAL,"$1,676.67",,,,,,,
4660200700,DIAGNOSTIC IMAGING - MR SCAN OF BLOOD VESSELS WITHIN SPINAL CANAL,"$2,048.15",,,,,,,
4660200210,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH AND WITHOUT CONTRAST","$6,969.28",,,,,,,
4660200205,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITH CONTRAST","$6,416.48",,,,,,,
4660200200,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN HEAD, WITHOUT CONTRAST","$6,360.03",,,,,,,
4660200225,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH AND WITHOUT CONTRAST","$8,079.22",,,,,,,
4660200220,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITH CONTRAST","$7,339.46",,,,,,,
4660200215,"DIAGNOSTIC IMAGING - MRA SCAN OF BLOOD VESSELS IN NECK, WITHOUT CONTRAST","$4,372.09",,,,,,,
4660200570,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR NEEDLE INSERTION,"$3,040.78",,,,,,,
4660200575,DIAGNOSTIC IMAGING - MRI GUIDANCE FOR TISSUE DESTRUCTION,"$3,359.41",,,,,,,
4660200535,DIAGNOSTIC IMAGING - MRI SCAN OF ABDOMEN WITH AND WITHOUT CONTRAST,"$6,969.28",,,,,,,
4660200530,DIAGNOSTIC IMAGING - MRI SCAN OF ABDOMEN WITH CONTRAST,"$6,416.48",,,,,,,
4660200525,DIAGNOSTIC IMAGING - MRI SCAN OF ABDOMEN WITHOUT CONTRAST,"$5,381.99",,,,,,,
4660200430,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITH AND WITHOUT CONTRAST,"$6,969.28",,,,,,,
4660200425,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITH AND WITHOUT CONTRAST,"$6,969.28",,,,,,,
4660200420,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITH AND WITHOUT CONTRAST,"$8,710.93",,,,,,,
4660200415,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITH CONTRAST,"$6,416.48",,,,,,,
4660200410,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITH CONTRAST,"$6,416.48",,,,,,,
4660200405,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITH CONTRAST,"$8,021.04",,,,,,,
4660200390,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITHOUT CONTRAST,"$6,911.39",,,,,,,
4660200400,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITHOUT CONTRAST,"$5,528.83",,,,,,,
4660200395,DIAGNOSTIC IMAGING - MRI SCAN OF ARM JOINT WITHOUT CONTRAST,"$5,528.83",,,,,,,
4660200375,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITH AND WITHOUT CONTRAST,"$8,710.93",,,,,,,
4660200385,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITH AND WITHOUT CONTRAST,"$6,969.28",,,,,,,
4660200380,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITH AND WITHOUT CONTRAST,"$6,969.28",,,,,,,
4660200360,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITH CONTRAST,"$8,021.04",,,,,,,
4660200365,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITH CONTRAST,"$6,416.48",,,,,,,
4660200370,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITH CONTRAST,"$6,416.48",,,,,,,
4660200350,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITHOUT CONTRAST,"$4,495.38",,,,,,,
4660200345,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITHOUT CONTRAST,"$5,618.88",,,,,,,
4660200355,DIAGNOSTIC IMAGING - MRI SCAN OF ARM WITHOUT CONTRAST,"$4,495.38",,,,,,,
4660200650,DIAGNOSTIC IMAGING - MRI SCAN OF BLOOD VESSELS IN CHEST,"$4,372.09",,,,,,,
4660200655,DIAGNOSTIC IMAGING - MRI SCAN OF BLOOD VESSELS IN CHEST,"$7,828.48",,,,,,,
4660200670,DIAGNOSTIC IMAGING - MRI SCAN OF BLOOD VESSELS OF LEG,"$5,767.11",,,,,,,
4660200665,DIAGNOSTIC IMAGING - MRI SCAN OF BLOOD VESSELS OF LEG,"$4,389.57",,,,,,,
4660200660,DIAGNOSTIC IMAGING - MRI SCAN OF BLOOD VESSELS OF LEG,"$5,073.06",,,,,,,
4660200590,DIAGNOSTIC IMAGING - MRI SCAN OF BONE MARROW,"$1,315.44",,,,,,,
4660200240,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH AND WITHOUT CONTRAST","$7,985.02",,,,,,,
4660200235,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITH CONTRAST","$6,416.48",,,,,,,
4660200230,"DIAGNOSTIC IMAGING - MRI SCAN OF BRAIN, WITHOUT CONTRAST","$6,299.07",,,,,,,
4660200280,DIAGNOSTIC IMAGING - MRI SCAN OF CHEST WITH AND WITHOUT CONTRAST,"$6,969.28",,,,,,,
4660200275,DIAGNOSTIC IMAGING - MRI SCAN OF CHEST WITH CONTRAST,"$6,416.48",,,,,,,
4660200270,DIAGNOSTIC IMAGING - MRI SCAN OF CHEST WITHOUT CONTRAST,"$4,389.57",,,,,,,
4660200195,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH AND WITHOUT CONTRAST","$8,519.76",,,,,,,
4660200190,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITH CONTRAST","$6,416.48",,,,,,,
4660200185,"DIAGNOSTIC IMAGING - MRI SCAN OF EYE, FACE, OR NECK, WITHOUT CONTRAST","$4,389.57",,,,,,,
4660200555,"DIAGNOSTIC IMAGING - MRI SCAN OF HEART WITH STRESS IMAGING, WITH AND WITHOUT CONTRAST","$2,048.15",,,,,,,
4660200550,"DIAGNOSTIC IMAGING - MRI SCAN OF HEART, WITH AND WITHOUT CONTRAST","$6,969.28",,,,,,,
4660200540,"DIAGNOSTIC IMAGING - MRI SCAN OF HEART, WITHOUT CONTRAST","$4,389.57",,,,,,,
4660200180,DIAGNOSTIC IMAGING - MRI SCAN OF JAW JOINT,"$4,389.57",,,,,,,
4660200510,DIAGNOSTIC IMAGING - MRI SCAN OF LEG JOINT WITH AND WITHOUT CONTRAST,"$8,710.93",,,,,,,
